,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
19569,7wpDeUneULXpaGTLQFzxY0,Why Shouldn't I? - Remastered,21,167289,0,"['Frank Sinatra', 'Axel Stordahl Orchestra']","['1Mxqyy3pSjf8kZZL4QVxS0', '6omum8u3BMagUwg8RI2VhG']",1946-03-04,0.21100000000000002,0.16,10,-15.542,0,0.0404,0.9740000000000001,0.00117,0.287,0.158,77.743,5
20553,1bsxstU5DmtFcBxDfkyNbq,Lunar Rhapsody,41,185293,0,"['Dr. Samuel J. Hoffman', 'Les Baxter']","['4CcqyDWCT71rXYlV8lG0W2', '35pV6EUbherudlvAftoueR']",1947-04-01,0.136,0.299,2,-15.42,0,0.0389,0.987,0.9179999999999999,0.174,0.063,71.497,4
22550,0HMLSpe9wluD1siMZ6dBqR,I'm Confessin' (That I Love You),54,163707,0,['Doris Day'],['3ESG6pj6a0LvUKklENalT6'],1949-08-01,0.317,0.0186,3,-23.65,0,0.0363,0.956,1.9e-06,0.12,0.11699999999999999,78.325,4
22572,1Ms3ZbChbNqPom6e61MKLb,Gnossienne No. 3,28,132067,0,"['Erik Satie', 'Francis Poulenc']","['459INk8vcC0ebEef82WjIK', '4IAWVxo2fpTBPn6k7GZ3eY']",1949,0.27699999999999997,0.0445,9,-23.871,0,0.0462,0.995,0.93,0.0928,0.0617,62.192,3
22576,6qfiZf52BWRRUUoCTSDjbw,East of the Sun (West of the Moon),27,186360,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1949,0.316,0.0726,10,-16.354,0,0.0335,0.935,4.52e-06,0.203,0.0856,97.927,3
22578,2FoodnB4DvCuNCe2iRHTqB,Come Rain or Come Shine,26,203000,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1949,0.336,0.0879,9,-15.059000000000001,0,0.0453,0.9359999999999999,0.0,0.10400000000000001,0.15,70.585,4
22609,2giJiYJC4Q9BWXM3e8Y2fa,Gnossienne No. 3,21,173880,0,"['Erik Satie', 'Philippe Entremont']","['459INk8vcC0ebEef82WjIK', '4x2fCu6MNErew0pb64yOBO']",1949,0.35200000000000004,0.0105,9,-31.361,0,0.0516,0.995,0.9309999999999999,0.0985,0.0623,71.15100000000001,5
22614,49CS14Hr99WVAPA1BUBvdy,Gnossienne No. 2,21,130387,0,"['Erik Satie', 'Philippe Entremont']","['459INk8vcC0ebEef82WjIK', '4x2fCu6MNErew0pb64yOBO']",1949,0.319,0.0115,2,-32.306,0,0.055999999999999994,0.996,0.956,0.0788,0.0367,77.8,4
24558,0wkqOoJ0UJE45Fy0UgjrAc,Quiet Village,33,199453,0,['Les Baxter'],['35pV6EUbherudlvAftoueR'],1951-01-01,0.258,0.185,2,-15.218,0,0.0354,0.713,0.00735,0.13699999999999998,0.196,112.02600000000001,4
25556,0BEGcUB8xzHZa3BQfo6MSM,Alone Together,41,185400,0,['Jackie Gleason'],['2F0kPpQ5mtta1ORIyO2xex'],1952-11-03,0.182,0.271,2,-12.889000000000001,0,0.0328,0.953,0.94,0.11900000000000001,0.0397,66.002,4
25574,0UHrAWfeboiGQlfJloAwbf,You Were Meant For Me,32,285000,0,['Gene Kelly'],['1mhlGWeiNrWnhJJc2EufYk'],1952-04-11,0.217,0.10800000000000001,5,-20.572,0,0.0386,0.9790000000000001,0.309,0.0804,0.12,121.012,4
25589,33haaDXqwsd7wOk75ov0NL,My Funny Valentine,28,202027,0,['Jackie Gleason'],['2F0kPpQ5mtta1ORIyO2xex'],1952-11-03,0.179,0.281,2,-13.695,0,0.0347,0.922,0.8340000000000001,0.16,0.087,109.413,3
25605,3Q6tCicwr3FyN8anWBKJES,But Not For Me,26,169387,0,['Jackie Gleason'],['2F0kPpQ5mtta1ORIyO2xex'],1952-11-03,0.10800000000000001,0.22899999999999998,5,-13.773,0,0.032,0.955,0.9420000000000001,0.226,0.138,79.50399999999999,4
25616,0E2vu6Cqz3x9ZrxvBMhTvW,Body And Soul,24,196507,0,['Jackie Gleason'],['2F0kPpQ5mtta1ORIyO2xex'],1952-11-03,0.11699999999999999,0.196,10,-14.889000000000001,0,0.0368,0.945,0.857,0.36,0.0747,92.175,3
25623,0Rrydi62Dcx5XxdEotzJUI,El Cant Dels Ocells,22,188907,0,"['Traditional', 'Pablo Casals', 'Prades Festival Orchestra']","['1U5zgr455OGyIkLNXvDdrf', '42ZCvzken6DllCB1xghinZ', '2DEZSSHiw1lhTPkOc5Vdsh']",1952,0.114,0.187,9,-17.029,0,0.0447,0.9159999999999999,0.35700000000000004,0.0587,0.0374,76.483,3
26531,4syS07CCPFqZTIs9V5Femk,Chuncho,31,221573,0,['Yma Sumac'],['1HkQ4XrPffqcVW0TgTTw0d'],1953-01-01,0.312,0.11699999999999999,4,-16.326,0,0.0431,0.9179999999999999,0.517,0.10800000000000001,0.0767,139.84799999999998,4
27556,03XGcqAzeSw8T4KU2IjS5g,It Ain't Necessarily So,35,251267,0,"['Oscar Peterson', 'Buddy DeFranco']","['6zkX5fhrSD4tdVOmimR9wB', '4PGmuM1NRpb2AynvthlC6y']",1954-01-01,0.315,0.156,9,-15.693,0,0.0319,0.934,0.623,0.231,0.0946,109.749,3
27656,22GRMre6RS7IMVcnfnKCUb,"Symphony No. 7 in A Major, Op. 92: II. Allegretto (Live)",23,578493,0,"['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']","['2wOqMjp9TyABvtHdOSOTUS', '003f4bk13c6Q3gAUXv7dGJ', '4tvRZdoY4H9Wgcf0w1rZqs']",1954-01-01,0.247,0.0225,4,-23.375,0,0.0417,0.9590000000000001,0.153,0.115,0.0584,121.88600000000001,4
28561,2mqjKGlSdJHdjCQHtOx6PD,Something Cool - Mono,34,258893,0,['June Christy'],['7D51E97yRZ8Su45PW9zbzP'],1955-05-02,0.32299999999999995,0.142,10,-9.918,0,0.0322,0.885,0.0,0.08,0.16899999999999998,71.832,4
28566,2t8g0EVWMHXQCVlVGOoD9I,What Is This Thing Called Love - Remastered,33,155560,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1955,0.27699999999999997,0.135,9,-16.009,0,0.0364,0.86,0.000822,0.33399999999999996,0.115,118.24799999999999,4
28597,1B2TpaqiSZq4tUb6Yw2Nbs,Last Night When We Were Young - Remastered,30,197133,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1955,0.23399999999999999,0.0976,2,-15.809000000000001,0,0.0369,0.845,2.3e-05,0.12300000000000001,0.0585,110.12700000000001,4
28610,5YPX6eqYX5RGOkINOENFlT,I'll Never Be The Same - Remastered,29,185867,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1955,0.217,0.15,6,-15.529000000000002,0,0.0338,0.975,0.00135,0.124,0.152,91.76100000000001,3
28615,7HTv5iPtAdyES2QRbZn8Lt,After Hours,29,174373,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1955-04-12,0.34,0.209,10,-9.312000000000001,0,0.0288,0.976,1.36e-06,0.10400000000000001,0.11199999999999999,135.26,4
28629,46pLVBxL3MyiS2S3Q4zme3,I'll Be Around,28,207840,0,['Rosemary Clooney'],['0NkyXWGxE3WTFixDSJ39PK'],1955-04-01,0.282,0.031,4,-21.83,0,0.0385,0.9890000000000001,0.0325,0.111,0.113,64.03699999999999,4
28655,0RGwCDnh3q0DgWK57Iz3Qg,Someone To Watch Over Me - Remastered 2004,26,181747,0,['Chet Baker'],['3rxeQlsv0Sc2nyYaZ5W71T'],1955-01-01,0.316,0.149,4,-16.2,0,0.0333,0.951,0.055,0.0989,0.19399999999999998,79.749,4
28695,0oKjq8UUoJAgLtxOyo6VS4,I've Never Been In Love Before,23,152373,0,['Margaret Whiting'],['5ZGDxHhju6eE8ja4IyGe87'],1955-01-01,0.32899999999999996,0.0413,2,-20.32,0,0.0377,0.968,5.5799999999999994e-05,0.281,0.18899999999999997,84.34700000000001,4
28749,5ZrtPphrWFzzamKn3jSnv9,"Adagio for Strings, Op. 11",21,463347,0,"['Samuel Barber', 'Philadelphia Orchestra', 'Eugene Ormandy']","['4XDJurjQCnWLlE7KLZCT9x', '6tdexW8bZTG8NgOFUCYQn1', '3naY4Tq98GRh9K8xOsINyv']",1955,0.0626,0.129,10,-21.464000000000002,0,0.0458,0.91,0.78,0.11900000000000001,0.0348,51.091,4
29516,0uqoRVmmU2WM9iDgQBf23R,My Funny Valentine,55,235200,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1956-01-01,0.188,0.192,7,-14.204,0,0.0339,0.9420000000000001,9.53e-06,0.166,0.145,86.169,4
29615,7nwBrKmbJrXIV4ouevreFg,Summertime / Sometimes I Feel Like a Motherless Child,37,403053,0,['Mahalia Jackson'],['6QBUIuGCAJSAtefEY1EEdB'],1956,0.342,0.0395,9,-20.049,0,0.0395,0.987,0.000331,0.0787,0.0958,101.335,3
29641,2LuXJWJOadRnmdK0Be1Q9n,"Concerto for Violin, Strings and Continuo in E Major, RV 269 ""La primavera"": II. Largo",35,200733,0,"['Antonio Vivaldi', 'Isaac Stern', 'Jerusalem Music Center Chamber Orchestra']","['2QOIawHpSlOwXDvSqQ9YJR', '3HYV4ZdJ1LSOhPo5ehlEqF', '4dI5zqcPH9lufqWUHhX8eV']",1956,0.11699999999999999,0.0674,1,-25.816999999999997,0,0.0476,0.986,0.23600000000000002,0.0852,0.053,74.13,3
29642,4WqvEcqLyjXgrWspu7P7Ki,Autumn Leaves (with Paul Weston & His Music From Hollywood),35,183707,0,"['Doris Day', 'Paul Weston And His Orchestra']","['3ESG6pj6a0LvUKklENalT6', '3EVyH5tLgdq62aXTdKfzey']",1956-12-17,0.256,0.107,0,-16.825,0,0.0363,0.95,0.000306,0.171,0.11900000000000001,109.48,1
29649,6Z6kn3tUf2ZJ01hEb5M67U,Blue Moon,35,193173,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1956-01-01,0.152,0.20800000000000002,0,-13.982999999999999,0,0.0354,0.9159999999999999,0.000113,0.0998,0.14800000000000002,80.211,3
29662,745QqkGycvkfs39WwvOYoM,Non Dimenticar,34,217773,0,['Jerry Vale'],['5MaJrqhwysKwbvDePyAS6l'],1956,0.275,0.214,5,-14.442,0,0.0328,0.846,1.04e-06,0.0862,0.14400000000000002,113.67399999999999,3
29793,0IcTM1BkSeoCHckVUhuls1,"Concerto for Violin, Strings and Continuo in G Minor, RV 315 ""L'estate"": II. Adagio",27,183373,0,"['Antonio Vivaldi', 'Isaac Stern', 'Jerusalem Music Center Chamber Orchestra']","['2QOIawHpSlOwXDvSqQ9YJR', '3HYV4ZdJ1LSOhPo5ehlEqF', '4dI5zqcPH9lufqWUHhX8eV']",1956,0.201,0.0884,7,-26.789,0,0.0532,0.9690000000000001,0.691,0.415,0.0358,69.27600000000001,3
29815,4j9EK9facgnbNe9MYvpmaw,There Is No Greater Love,26,317480,0,['Miles Davis Quintet'],['71Ur25Abq58vksqJINpGdx'],1956-04,0.33799999999999997,0.154,2,-14.663,0,0.0434,0.945,0.00434,0.124,0.10400000000000001,58.603,4
29862,0vgSBF68AFhF0WLB6AyklP,Deep Song,24,192267,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1956-01-01,0.35700000000000004,0.0915,10,-15.882,0,0.0385,0.986,0.000145,0.0959,0.177,81.607,5
29888,1377dGxUzwc9SRLHC4aYNk,Ah! Camminare,23,158600,0,['Jerry Vale'],['5MaJrqhwysKwbvDePyAS6l'],1956,0.297,0.23399999999999999,0,-14.012,0,0.0325,0.924,0.0,0.20600000000000002,0.182,118.17,4
29921,4d4Z8IilRC921QjOpKaWsw,Non Dimenticar,23,188640,0,['Dean Martin'],['49e4v89VmlDcFCMyDv9wQ9'],1956,0.145,0.14300000000000002,8,-17.324,0,0.0341,0.915,0.00488,0.272,0.183,83.01799999999999,4
30005,6qx2FBggIodKjIBiA0QXCX,Just Imagine,21,173333,0,['Judy Garland'],['0hItVPjwJLVZrFqOyIsxPf'],1956,0.22,0.166,4,-18.713,0,0.0349,0.865,0.000834,0.35600000000000004,0.162,84.961,4
30518,1Yv6PMPkvLdCIFbm9kanaz,Autumn Leaves - 1999 / Digital Remaster,56,172867,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1957-09,0.21600000000000003,0.105,2,-17.766,0,0.0319,0.868,4.84e-05,0.18100000000000002,0.0774,81.422,4
30596,7I5pU6JAksvrQcE059vs1R,I'm A Fool To Want You - Remastered,42,291427,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1957-09,0.18600000000000003,0.149,2,-15.884,0,0.0336,0.889,0.000246,0.171,0.0909,88.959,1
30605,3GRRmV65lSUxQ82GHyVAZO,Moon Dreams,41,200297,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1957,0.18600000000000003,0.0367,4,-19.738,0,0.0371,0.983,0.231,0.10300000000000001,0.0731,74.905,4
30631,4Pi9CGvYrL5gSMBjkoshok,The Folks Who Live On The Hill - Remastered 2001,39,218053,0,['Peggy Lee'],['602DnpaSXJB4b9DZrvxbDc'],1957,0.21100000000000002,0.18,5,-16.177,0,0.0352,0.96,0.242,0.271,0.10099999999999999,83.208,4
30683,18CniQWo5P8VIS8AHtafg2,Angel Eyes,35,174293,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1957-01-01,0.312,0.0855,4,-18.172,0,0.0352,0.919,0.0,0.0866,0.11599999999999999,92.164,3
30742,5b4noQJFbJcMfOebmnZUxb,Reaching For The Moon,33,135360,0,"['Ella Fitzgerald', 'Paul Weston And His Orchestra']","['5V0MlUE1Bft0mbLlND7FJz', '3EVyH5tLgdq62aXTdKfzey']",1957-01-01,0.223,0.0594,11,-20.51,0,0.043,0.9570000000000001,0.000648,0.268,0.183,98.521,1
30783,6vSgsTpUfNWxjHra4OL9j7,My Man's Gone Now,31,268971,0,"['Sarah Vaughan', 'Hal Mooney And His Orchestra']","['1bgyxtWjZwA5PQlDsvs9b8', '47ybDT1ZbixVpHfk1CWGzA']",1957-01-01,0.218,0.276,0,-9.984,0,0.03,0.835,1.31e-05,0.12,0.0657,101.70100000000001,3
30784,7FGNi8fY8Gj5ffzZH3TPzV,'S Wonderful,31,128587,0,"['Fred Astaire', 'Audrey Hepburn']","['4BtDAwCZhR6nPrJtbVgQNX', '16eV2TebyEhqaDRFEZJ9h8']",1957-02-13,0.20600000000000002,0.265,6,-11.526,0,0.0317,0.77,0.00172,0.17,0.132,140.619,4
30840,1Ml8jNJRcx3OnkQR9DtYzf,"Come, Sweet Death",29,214173,0,"['Johann Sebastian Bach', 'Eugene Ormandy', 'Philadelphia Orchestra']","['5aIqB5nVVvmFsvSdExz408', '3naY4Tq98GRh9K8xOsINyv', '6tdexW8bZTG8NgOFUCYQn1']",1957,0.196,0.0553,4,-22.581,0,0.0368,0.983,0.938,0.0823,0.037000000000000005,86.89299999999999,1
30923,7fDzQMMq9Y91UMvICmYNUK,My Ship,27,267933,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1957-11,0.179,0.0223,2,-24.076999999999998,0,0.0346,0.978,0.8390000000000001,0.0862,0.0537,102.853,4
30941,7ablfXkbdnSyz69x19Jw0u,The Maids of Cadiz,26,233440,0,"['Miles Davis', 'Gil Evans']","['0kbYTNQb4Pb1rPbbaF0pT4', '7g9DeYASD3RzlT4kDchsQZ']",1957-11,0.304,0.0307,7,-24.38,0,0.0349,0.904,0.395,0.10300000000000001,0.0665,114.14299999999999,4
30980,6M2da2eRNj08QJ4TT5vYuU,The Man I Love - 1995 Digital Remaster,25,225013,0,['Peggy Lee'],['602DnpaSXJB4b9DZrvxbDc'],1957,0.262,0.21899999999999997,10,-13.534,0,0.0323,0.968,0.00439,0.158,0.11800000000000001,112.194,1
30993,5N35TdVXLc6wc7ehCgsQlX,Blues for Pablo,25,317893,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1957-11,0.327,0.045,0,-22.404,0,0.0317,0.903,0.6990000000000001,0.121,0.13699999999999998,58.288000000000004,4
31045,2bZ00g0QNNHnLkoEdR9IUk,Summertime,24,174211,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1957-01-01,0.139,0.18600000000000003,10,-13.49,0,0.0328,0.976,0.00434,0.10800000000000001,0.0493,85.28399999999999,3
31046,3701zf6hHzQHIaOhQoqrAw,Wait Till You See Him,24,202133,0,['Blossom Dearie'],['5bWApG9Vdshhd1J50UnNf6'],1957-04-01,0.34700000000000003,0.0629,4,-19.191,0,0.0365,0.925,1.82e-06,0.0842,0.152,76.781,3
31051,0XLOP4XdEgKpvjEZfOW833,West Side Story (Original Broadway Cast): Act I: Tonight,24,232933,0,"['Leonard Bernstein', 'Carol Lawrence', 'Larry Kert', 'West Side Story Original Broadway Cast']","['2LmyJyCF5V1eQyvHgJNbTn', '3ZjdTrMPbDBW5uyM8lWyNK', '4VRRt6jKI9vTYaoz7WbI5u', '5tq5BMjxxxDesClTdgw20L']",1957,0.252,0.12,0,-19.058,0,0.038,0.919,2.4e-06,0.21600000000000003,0.147,137.429,5
31062,1QZzBpjwKdcqjzg4DnjQVT,Lament,23,137733,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1957-11,0.205,0.012,2,-27.274,0,0.0401,0.968,0.825,0.0813,0.091,132.067,5
31103,7DlbzJWZnwDbCczurBJqeL,Les feuilles mortes,23,178347,0,['Juliette Gréco'],['7j237zyOedtfrugnWFJKOJ'],1957,0.231,0.244,7,-13.079,0,0.0381,0.975,0.000604,0.307,0.193,86.925,3
31128,2THxlQ1tVQ4thd4B1SVJ8k,The Meaning Of The Blues,22,168427,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1957-11,0.182,0.00448,2,-28.147,0,0.0422,0.976,0.401,0.109,0.161,94.865,4
31149,3dtmSG5OSALdX4dcBvAjKS,"Keyboard Concerto No. 1 in D Minor, BWV 1052: II. Adagio",22,430093,0,"['Johann Sebastian Bach', 'Glenn Gould', 'Columbia Symphony Orchestra', 'Leonard Bernstein']","['5aIqB5nVVvmFsvSdExz408', '13dkPjqmbcchm8cXjEJQeP', '1iNPygduJOu0JnzasoDVLE', '2LmyJyCF5V1eQyvHgJNbTn']",1957,0.213,0.11900000000000001,7,-18.820999999999998,0,0.036000000000000004,0.958,0.863,0.121,0.069,76.491,3
31194,7LoJagpm0aPsfCObngCaRR,"Partita No. 6 in E minor, BWV 830: V. Sarabande",21,219400,0,"['Johann Sebastian Bach', 'Glenn Gould']","['5aIqB5nVVvmFsvSdExz408', '13dkPjqmbcchm8cXjEJQeP']",1957,0.265,0.0589,9,-23.883000000000003,0,0.0541,0.9940000000000001,0.877,0.107,0.153,73.657,4
31240,5iAXHvp8eNtwfboVmZXB7O,It Worries Me - Remastered,21,173240,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1957-09,0.22,0.188,2,-14.263,0,0.0318,0.565,1.59e-05,0.20199999999999999,0.16699999999999998,90.529,4
31515,7gHFBNy0Qn86xGKJ9OdFTw,Misty,60,179373,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1958-07-07,0.22399999999999998,0.214,2,-14.455,0,0.0348,0.976,0.0009400000000000001,0.36700000000000005,0.14,83.906,3
31570,1pvdhULiFFPXxLL3bGHaq7,Spirituals for Orchestra: II. Sermon,48,218115,0,"['Morton Gould', 'London Symphony Orchestra, Walter Susskind', 'Walter Susskind', 'London Symphony Orchestra']","['27vUIN5n6wAIoug4KMJZHp', '042niUc6WL22EBQEieHLaB', '6zgla7izAy39uJS1BlWCno', '5yxyJsFanEAuwSM5kOuZKc']",1958-01-01,0.14800000000000002,0.0169,6,-31.436999999999998,0,0.0427,0.9640000000000001,0.8,0.0702,0.0338,93.1,1
31572,0BBOVCgaSdgGs9ClgM6men,The High And The Mighty,47,161627,0,['Roger Williams'],['55CCS64lPz88twUDVquU1u'],1958-01-01,0.184,0.228,7,-12.262,0,0.0292,0.902,0.11800000000000001,0.19,0.106,85.635,4
31593,5UPJdlkMWG2G2UwTfGSjOe,You Don't Know What Love Is,45,228133,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1958-06,0.215,0.247,9,-15.11,0,0.0354,0.8220000000000001,7.5e-05,0.355,0.0842,86.391,3
31606,4m7pFEW1DUYIqDAxChidNt,Don't Smoke in Bed - 2013 Remastered Version,44,190370,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1958-06-24,0.34600000000000003,0.0235,4,-19.584,0,0.0406,0.9670000000000001,6.24e-05,0.0956,0.149,94.545,5
31645,61bZ571hSa84MGZdaDAQAB,Moonlight Serenade,40,181040,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1958-01-01,0.2,0.154,2,-15.898,0,0.0397,0.963,0.000687,0.10400000000000001,0.0823,67.782,5
31663,6kAg8FCndlSgVWWm0mrngy,"L'assassinat de Carala - BOF ""Ascenseur pour l'échafaud""",39,129861,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1958-01-29,0.27699999999999997,0.059000000000000004,2,-17.256,0,0.0419,0.922,6.790000000000001e-05,0.1,0.141,121.95299999999999,4
31703,7LzDBgmMFhfcqPaYBTJoj4,Round Midnight,36,319667,0,['Lee Konitz'],['4YNvbaOaqp5pzC5US5t48k'],1958-01-01,0.335,0.0525,10,-21.434,0,0.0352,0.965,0.41200000000000003,0.0893,0.191,110.773,4
31732,2YH0pVuXijTSaDOyhiT7wK,Angel Eyes - 2018 Stereo Mix,34,224987,0,"['Frank Sinatra', 'Larry Walsh']","['1Mxqyy3pSjf8kZZL4QVxS0', '507LPYi8Dm9gZdTbT3NjeD']",1958-09-08,0.254,0.10800000000000001,10,-15.019,0,0.0318,0.883,2.7000000000000002e-05,0.16699999999999998,0.0796,45.766000000000005,4
31787,1UqGFRXCNS5ZY6kdqjvsWV,My Serenade,32,116773,0,['The Platters'],['6KWcxMWVNVIYbdOQyJtsSy'],1958-01-01,0.34,0.29600000000000004,2,-10.93,0,0.0315,0.883,0.000842,0.109,0.187,65.57300000000001,4
31800,61M1xK5iTUfABhAAmyrr38,"Come Sunday (From Black, Brown and Beige) (with Mahalia Jackson) - Accapella",32,347200,0,"['Duke Ellington', 'Mahalia Jackson']","['4F7Q5NV6h5TSwCainz8S5A', '6QBUIuGCAJSAtefEY1EEdB']",1958,0.325,0.0135,3,-19.276,0,0.0418,0.965,5.6399999999999995e-05,0.0984,0.0505,84.331,4
31856,3GC7km0GbMYskLvrcaBFsl,Assassinat - Take 2,29,131520,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],1958-01-29,0.263,0.0030600000000000002,2,-23.980999999999998,0,0.0637,0.875,0.000759,0.11699999999999999,0.0455,67.391,4
31874,58xpWr4aG0eKxyiqgsQuZa,Missing You,29,208533,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1958-01-15,0.29100000000000004,0.262,5,-12.52,0,0.0346,0.8909999999999999,0.0,0.196,0.19,88.057,4
